"exemple"
amount,account_age,num_transactions,transaction_type,merchant_category,label
1596.8373401096007,3.767673817634682,12,offline,others,0
559.159103393107,4.896777553391111,59,online,electronics,0
1147.396461084289,6.220722238149929,37,offline,clothing,0
2141.267865245019,3.752245031740747,61,offline,food,0
4091.8936819532405,4.679093689718164,43,online,food,0
4305.045610449154,7.499962287524189,70,online,others,1
44.69113135064161,0.46316370861691925,39,online,clothing,1
2558.629039862053,2.5991257490058057,56,transfer,clothing,0
2092.880905712407,7.162160900257069,63,online,clothing,0
1118.317974248944,8.962547693103273,46,online,clothing,0
608.1281829950772,5.165606676945094,88,offline,electronics,0
1694.6997053041034,5.367923504126625,11,online,clothing,0
4715.11942252347,1.161002912263783,62,transfer,food,1
1622.7826307835685,4.529382431552201,77,online,food,0
2598.7652024993968,5.372910937904729,98,transfer,electronics,0
3518.0646048869376,2.500457985983824,25,online,food,1
1824.5117158726769,2.765507986398872,71,online,food,0
4859.192592777594,3.8351132147357645,52,online,clothing,0
4812.612001761135,0.2987048579994911,4,online,food,1
1266.393656168567,3.288583739273465,59,transfer,electronics,0
2491.2700444030033,2.193335269265792,72,transfer,clothing,0
1511.3827659856806,3.3422237865613553,20,offline,others,0
1431.3540669435633,1.2856451050105873,93,transfer,clothing,0
194.06586729911865,8.91622007932496,63,online,electronics,0
3051.726026559685,5.976565290185081,54,offline,clothing,1
2518.368325912019,6.823112959530447,74,offline,clothing,0
266.8789687374469,7.912795262212649,98,offline,electronics,0
1400.445856540691,5.034577769397667,57,online,clothing,0
4542.246770973602,0.9605108520654946,90,transfer,electronics,1
1205.4138344281923,5.417354764003623,41,online,electronics,0
733.0254117352032,5.909727068406704,3,offline,others,0
2452.3692737850392,7.479850794424867,6,online,food,0
4928.395766011898,4.373429507673825,5,online,food,1
1217.855804842387,1.3630449976760814,5,transfer,clothing,1
3363.956381555334,2.9093814674073726,54,transfer,clothing,1
3810.4818804903007,3.6945147343464875,47,offline,others,1
1195.8113445220743,6.494580689182852,87,online,others,0
3643.7995795731795,5.750705216222228,49,online,others,1
1845.2378322690736,3.625357586388678,9,transfer,electronics,0
3165.2060946619617,9.866500963050498,99,online,others,0
3171.3132566968648,6.097170711633183,20,online,others,1
2683.5156735330447,2.4485452381863455,61,online,clothing,0
460.5459525714974,1.107646478941997,35,transfer,others,0
4178.159452990298,1.6133054779248872,50,offline,electronics,0
1610.692524208962,2.5349815110066305,82,offline,electronics,0
940.7273668952727,1.6907455952696013,62,online,clothing,0
213.46795635827195,1.9470135381079272,17,offline,others,0
2958.5557865093265,2.9224421700690866,88,transfer,others,0
3391.0461655929894,1.8163985934180729,3,transfer,electronics,1
92.7732663500022,8.97797770380161,32,offline,others,0
2565.344360913412,0.8943140820502579,99,offline,others,1
1140.2139182377105,5.292662756745521,13,online,others,0
3229.4122241431546,4.162928587197649,89,offline,food,0
880.0884807349073,9.825548307395204,73,online,clothing,0
3457.779313131305,1.2091851314637183,68,online,food,1
1939.8093780396816,4.038770430552842,14,transfer,clothing,0
4684.282643796305,9.697757289426152,98,transfer,electronics,1
696.2295112885063,8.668520546350404,11,transfer,others,0
1711.92109174079,8.189013502397872,56,transfer,clothing,0
576.2328709905395,2.6532379877449044,67,offline,food,0
4624.221155210028,1.7917871151616518,92,transfer,others,1
4387.923373371095,6.719567877251866,29,offline,electronics,0
1297.1287222986264,9.3008222923631,9,transfer,clothing,0
3303.3203897105536,5.611952640837905,67,offline,clothing,0
4087.938779004067,5.758965625752008,25,online,clothing,1
2780.452049881317,2.8717930272368135,98,offline,others,0
2652.9563859964724,7.717980038600175,76,offline,food,0
1216.842931593254,1.9517331107194815,42,transfer,food,0
474.58281135143704,3.3044244404020127,9,offline,clothing,0
4487.1066321871,4.311820742302526,79,online,electronics,1
4503.086105245019,5.125342748976105,40,online,electronics,1
3169.176271793607,2.4998563509092944,25,transfer,food,1
1701.7586573330163,1.236884564918115,5,online,electronics,0
1752.555777317178,6.145138420172162,11,offline,food,0
3632.5188375624944,2.957442477078532,59,online,clothing,1
4486.58019716336,5.854258392083861,98,transfer,food,1
4436.561257082935,1.628190881214603,88,offline,food,1
3901.578973829543,4.8632870083626925,79,transfer,clothing,1
3213.737914309896,5.3726353822607,38,offline,electronics,0
429.8584253252937,0.6130530145420264,72,online,food,0
816.5272833321227,3.432382354119814,5,transfer,food,0
4493.7854007501255,1.430705301695845,48,transfer,clothing,1
3036.081007701354,0.7274122076804007,90,offline,electronics,1
55.89328756698194,9.900606300660458,18,transfer,food,1
516.3429989015002,3.2913030652497577,70,offline,clothing,0
3320.8738278491983,8.117757013960885,37,offline,food,1
35.25730339263124,2.6209424821612624,60,offline,others,0
812.4321765733183,6.8468769500169,48,offline,clothing,0
2748.1816089392646,7.626255812907897,77,online,electronics,0
3462.5570364865393,5.996823532017658,28,offline,electronics,1
3263.286684917977,4.768604266646568,69,transfer,electronics,0
1129.1038542081933,4.177225050057959,77,online,electronics,0
3563.774314524204,3.553795838775654,81,transfer,food,1
1193.8729466090324,9.302338528053475,40,online,food,0
1633.744493814746,8.323132137098519,45,offline,electronics,0
3734.9921115389407,9.653766415598474,96,online,electronics,1
3251.6681662456012,1.330542512506893,62,online,electronics,0
4247.624818365948,7.335588004516078,93,transfer,food,0
3291.488332578713,9.389570522528274,58,transfer,electronics,1
2845.8599306440033,1.8942073550400356,67,offline,electronics,0
477.43709146218146,0.7583130469310972,56,online,others,1
1844.9018572665732,7.4370944279715845,40,online,others,0
1333.35981473181,5.787283820481128,98,online,electronics,0
1227.5083204616271,8.434104889906893,40,offline,clothing,0
4865.322668214703,1.4837465286002662,91,offline,electronics,1
1971.5576460871343,7.973146387412913,77,offline,others,0
4461.312310333796,2.096110468472671,33,offline,clothing,1
3159.381743726342,1.7201938343704748,6,offline,clothing,1
3976.1084046728256,1.7262313995168304,88,transfer,electronics,1
2518.1590945949088,8.164289730290683,19,online,others,0
2888.750384285532,6.685452484892381,80,online,others,0
2467.663292156131,5.278347705214281,40,online,clothing,0
984.262509112242,3.652421792822675,92,online,electronics,0
3615.0360551549115,8.784285354049771,97,online,food,1
1411.0540885798705,3.9852065634840907,59,online,food,0
131.33667249295468,8.184334450768613,59,online,others,0
3230.9067565767673,4.447435594845162,48,online,food,1
893.7822902411742,3.831749851306585,41,transfer,others,1
4702.888335921042,4.680529878129104,13,online,others,1
4770.103599242911,3.083640954225007,45,transfer,others,1
4575.173307200038,7.501332863744886,89,offline,food,0
1857.0919142746675,5.0769318619155435,53,online,others,0
87.12851647904847,2.3989056819534915,42,offline,clothing,0
4642.309627312749,9.005788275418228,63,offline,electronics,0
2146.6389001033986,3.9005230915947933,27,offline,electronics,0
4833.607547027911,5.481173325028487,38,transfer,others,0
4818.463685675371,9.074073898549015,60,offline,electronics,0
4266.517182782127,6.279956159548521,7,offline,food,0
1479.2999714272325,1.2572906030128044,5,offline,food,0
1931.6376657236071,9.404338023773404,45,online,electronics,0
4257.171990869116,6.314309725407036,58,online,food,1
1591.4408057298256,3.4155655851051527,31,transfer,electronics,1
855.7688059636015,1.478793519367534,23,transfer,electronics,1
2788.4382996671675,7.96084937377593,42,online,electronics,0
4681.412323062297,6.238720283692284,10,transfer,others,1
3483.1886854081154,5.3812648105655825,32,online,electronics,1
2854.6052387459313,8.949536572204481,53,offline,others,0
494.910703916135,7.907112391122855,30,offline,electronics,0
3078.886061228857,1.6015813093542368,39,transfer,electronics,1
4950.368712020274,3.1860484711759276,31,online,electronics,0
709.0192360302549,2.560042484163211,82,online,food,0
2596.464965295046,7.465068296469502,2,transfer,others,0
4388.091628920498,0.4319711038842159,78,online,others,1
3706.4354025934804,5.741907880226034,77,offline,electronics,1
3488.108547566387,7.648340988832836,93,transfer,electronics,1
3515.395579095675,8.77997980394132,12,transfer,food,0
1803.8608445865782,3.486609312287484,39,online,food,0
1475.0233028798218,8.230447316252928,66,transfer,food,1
4048.712165837783,1.1952541958565517,96,online,others,1
4052.465839449112,8.47987768817173,13,online,others,1
4336.690869714717,1.362137757086626,46,online,others,0
4567.070357256792,4.033144176547636,27,online,electronics,1
2561.5985703160795,7.9932241212175805,17,online,others,0
2512.566310489126,1.5841825307528605,95,transfer,clothing,0
3993.492943044208,2.369588812803151,98,offline,clothing,0
3253.3200145810483,7.250300427091356,60,offline,food,1
3512.8147175159397,7.228361711806136,64,transfer,others,1
3981.0054204861444,6.447361565564443,88,transfer,clothing,0
4451.1266556696555,6.9700896002242905,35,offline,food,1
1696.5958326891637,5.472971989141202,70,offline,others,0
1884.1589336733207,2.5928106831788327,83,offline,electronics,0
478.96987980593633,3.5223903356888027,30,offline,clothing,0
2895.6179035709083,1.8978173963341143,71,offline,electronics,0
189.35194624574302,9.09366055720292,74,online,others,0
2333.334110480976,5.875578768184592,96,transfer,clothing,0
2717.7967271908074,4.068429025960035,98,online,others,0
1439.8408481201393,4.673857456076913,63,offline,electronics,0
2958.2579702393637,9.478105062156972,28,offline,clothing,0
162.19624719585664,1.618178890849194,60,offline,electronics,0
196.36746185857993,5.903675336966293,79,online,others,0
4114.776797691695,5.108297920956213,94,online,others,0
1807.3513006422017,6.153396930803013,37,offline,electronics,0
644.0319581329051,0.27929081982632104,93,online,clothing,1
2615.9938676734737,8.7340266985471,22,online,electronics,0
3852.267829962068,9.327970996587762,68,offline,others,0
1086.9469272092474,5.694818517533168,20,online,electronics,0
3118.2234743368113,6.996843156381233,96,transfer,others,1
435.8838503189023,9.232743873655227,68,transfer,electronics,0
267.8917886313524,7.101662479702647,91,transfer,clothing,0
2661.4596115250583,1.6101365248511874,64,transfer,clothing,0
2707.7692568344314,5.80525476565145,17,offline,electronics,0
3190.775208476051,6.106478959190273,12,offline,electronics,1
3633.195755276081,4.298893645893622,22,offline,clothing,1
4879.5018765180475,7.390797932684756,17,transfer,others,0
2586.3387380229647,9.350233446213247,10,transfer,clothing,0
1621.5527999768174,9.263128277777085,65,online,others,0
3977.9791118958315,4.563309776900907,22,online,electronics,1
1361.4529337977503,1.221056653823477,90,transfer,electronics,0
2200.4673893211243,9.849927869727113,82,transfer,others,1
401.4973428979071,8.405091055814747,50,transfer,electronics,0
136.50020964313296,1.3341605439123418,14,transfer,others,0
4813.615589242846,9.216334637911986,64,online,food,0
4181.540801355907,8.71197398441507,47,transfer,clothing,0
3482.911288407553,5.236496765548114,29,online,food,0
2050.675192627207,5.953626813874799,76,transfer,others,1
874.7386571535204,4.050126768314289,36,transfer,clothing,1
790.6208429287194,0.6421402243381102,99,transfer,others,1
1258.7120618413308,3.4184526922944194,52,online,clothing,0
2750.6410568835413,8.048249141120314,76,online,clothing,0
3575.833654273311,0.1458570277455683,7,offline,clothing,1
3304.384909821479,3.4016417997423276,29,transfer,clothing,1
1406.8701457602547,4.041870066550339,11,offline,others,0
4774.777750509338,5.420216469085436,33,offline,clothing,1
3692.105614311885,9.206570602486329,6,online,clothing,1
2776.2267220318895,3.5288253442230166,79,online,food,0
3062.4865237094177,3.5348366987726543,32,offline,electronics,1
2103.8043115146716,7.401262356286509,51,transfer,electronics,0
1246.1776376107757,4.576957614809091,75,online,food,0
1786.3036664697954,2.3235877471058215,58,transfer,food,0
3791.652091217202,4.579151209713665,87,transfer,others,0
81.82350826248178,1.4944845017600188,26,offline,others,0
589.202476129512,1.846231166411611,98,offline,others,0
239.55318368854623,5.033840950120849,46,offline,food,0
213.23672357166097,4.247361950095024,98,offline,food,0
4278.748314214926,9.15697442057419,29,online,clothing,1
3521.252718306318,3.687699601254668,4,online,others,0
2376.127407145753,5.84782466775263,81,offline,others,0
498.1924616484974,6.359416450403351,99,online,others,0
2463.1632168329934,0.229635120224503,13,offline,electronics,0
2372.624136195023,6.669019982965435,39,transfer,clothing,1
874.2773308509758,1.8625560720105392,15,transfer,others,0
2174.9197296974853,9.614596142947606,29,transfer,others,0
1998.5386246428934,1.5717610047558184,29,offline,others,0
3083.09198928056,4.204778824897534,75,transfer,electronics,1
3179.1173178295426,0.9449617139785742,32,online,electronics,1
236.06700876250216,9.969055093274878,2,transfer,food,0
1879.3169469860914,5.071730602279302,47,transfer,clothing,0
3133.0409794140396,5.9943116714684335,78,transfer,food,1
2520.6499303146375,0.7640571261454321,84,online,clothing,0
4283.884307529728,7.52460865695186,22,offline,electronics,1
3296.8812217785357,2.178065371646299,75,online,others,1
823.0427911363341,8.990737465463067,27,offline,food,0
362.1380495281449,2.130882440771871,67,offline,others,0
3215.672198249515,1.9878084345702993,81,transfer,food,1
142.29143960269286,0.4618417116961393,56,offline,electronics,0
2933.020150554582,4.773462756588993,92,online,electronics,0
4701.748904710538,5.691927219299902,93,online,electronics,1
2881.616147600636,0.7505155303406884,21,offline,food,1
1946.9679317705443,7.777723405280605,47,transfer,clothing,0
3220.0082100273426,4.587559464005473,80,transfer,food,1
2296.681923552668,5.291463666343042,59,online,clothing,0
2732.6277786865153,4.463551194688458,84,transfer,food,1
4707.909395794861,4.0675543026657275,6,offline,food,1
1936.6521626258634,5.640439279951357,19,offline,electronics,0
4806.340913481332,1.636878434714054,57,online,others,1
4527.699703360758,1.9010884919031843,69,offline,others,1
986.9977625985892,8.631677648033822,3,online,clothing,0
356.11289136707563,9.466543075122964,1,offline,others,0
512.8822268733591,3.7957622311695545,58,online,food,0
100.92691000123314,2.7803722641211825,38,transfer,food,0
481.2703741720827,6.475595478066256,15,offline,electronics,0
3418.2037993476206,4.146468293871155,34,offline,electronics,0
365.23135581654265,0.3513249210374142,61,online,others,0
1601.688395165869,1.6459107139252847,35,online,clothing,0
4225.927801737578,7.188125065589236,64,offline,others,0
126.12695932177107,6.623347024910498,25,online,others,0
4074.1977281187897,0.3682503257844866,24,offline,others,1
1416.4553261192657,2.2975244031361997,12,transfer,others,0
599.6424898320647,2.387640486221907,18,online,food,0
3486.7184551671116,6.7517381616274115,15,offline,clothing,0
3148.4248054316213,0.29513432376820514,80,transfer,food,1
4388.585347499994,1.130674961647281,27,transfer,clothing,1
3678.00450858139,8.019169245194576,72,offline,electronics,0
4019.3698426203946,1.8675921543379028,60,online,others,1
1417.3525171308193,6.562186467733559,46,offline,food,0
895.4233234608168,2.458009532362593,89,transfer,clothing,0
3755.567610687883,1.0844697883175172,17,offline,electronics,0
4036.1053489436476,2.5074046908945955,93,online,electronics,1
4952.62065858336,7.250442625371026,53,transfer,others,1
2068.962207788018,8.571395034252228,8,offline,clothing,0
1866.370248105988,8.319176659213216,79,online,food,0
3884.3006741025642,4.032116943222703,27,transfer,others,1
1710.609665862559,6.714042852049397,46,online,food,0
4654.479054761788,2.1293445246166276,50,transfer,electronics,1
4293.4796316966285,3.0021625295840315,71,offline,food,1
2150.680196601342,8.973724603359086,3,online,food,0
3756.846628279572,0.22871904275628677,93,transfer,others,1
3775.1689416825648,0.946534455459234,64,online,food,0
524.5881054913037,2.1580739259456707,44,online,others,0
4513.739004331038,0.3626688183508152,53,offline,electronics,0
2531.2093385148073,1.8962108073889936,24,online,others,0
4134.0227558776305,5.872111453599953,60,transfer,others,1
1607.0475091427527,4.27210305086573,3,transfer,clothing,0
4478.66091019604,8.93744993966205,20,transfer,food,1
1952.116376883474,8.192691261210564,46,transfer,electronics,0
64.07988088668881,3.4839917818089723,15,offline,others,0
4527.8560623321255,2.668291990969796,25,online,electronics,1
465.52051716280647,3.8589548408559424,94,offline,clothing,0
1603.37505157617,5.943919930896596,78,online,food,0
4750.809215583517,2.753830044146475,71,online,others,1
4753.529663218405,6.279074187706427,17,online,food,0
2871.455061735198,4.15317535669328,84,offline,clothing,0
3162.867688727298,5.565267090434604,9,online,clothing,0
2247.743154671816,4.417652638439635,38,offline,electronics,0
1473.121750773342,3.015211019464985,48,transfer,others,0
1650.0360813958807,9.489687738925351,60,transfer,electronics,0
3365.8670958244215,7.659697362181632,63,online,clothing,1
3764.348901894023,1.4871204400878804,86,offline,food,1
3959.979428191984,8.697832961389336,2,transfer,electronics,0
3950.1945325448237,4.925568862670185,88,offline,electronics,1
465.11845421296493,8.956067046251505,72,offline,food,0
2477.1573204658816,8.018567033878421,11,online,electronics,0
297.21821248305497,4.309613694245411,64,transfer,food,1
2752.1491227954402,0.32244615236916224,77,online,others,0
2213.2372018531514,2.7599058579109665,81,online,food,0
4439.643871963915,5.462178725142582,72,transfer,others,1
1761.0659126348726,6.371434376278858,21,transfer,food,0
594.1644119737532,2.6530880857887027,18,offline,clothing,0
723.528493443651,1.4796251333209591,94,transfer,clothing,1
3809.9380522701863,8.36580934431306,64,offline,others,0
3094.908135948143,9.845581588965166,82,offline,others,0
514.6021538527234,5.30433280479659,95,offline,clothing,0
429.6929625138372,1.7996249298982048,38,transfer,others,0
3507.835965981009,2.795842532541753,32,online,food,0
373.0874017573257,0.2820676978199207,11,offline,food,0
4111.0816958588775,9.15155818494894,45,online,clothing,0
3534.148713510916,1.2657357206123974,89,online,electronics,1
415.93041540307985,5.80751310759111,33,transfer,food,0
433.34019328510766,2.8131466848033395,41,online,others,0
4933.331496720865,5.586362224906354,8,online,electronics,0
1877.6112708230405,6.549061844683456,11,transfer,electronics,0
1859.5043138637857,8.314443856701295,86,offline,food,0
4065.869840614938,2.143570590429972,51,online,food,0
4736.770401145455,0.20885870371895673,88,transfer,electronics,1
4930.145308476126,1.4551677376811922,41,online,electronics,1
3769.3571444421186,9.01018455429624,17,online,clothing,1
1887.5353317992697,8.751511767868902,76,offline,others,0
426.66857632635714,6.014389711486052,46,online,clothing,0
3887.9631104779096,6.045116918293168,32,transfer,food,1
2796.437206181667,6.68386307800793,79,online,clothing,0
2126.8678261424116,1.8361756583721511,80,offline,clothing,0
4532.708381622732,9.152678264657101,54,offline,clothing,0
564.8754367076951,4.245828196431524,86,transfer,clothing,0
2468.1992704113873,3.893071429670025,92,offline,others,0
66.65468738942116,5.237285282300092,20,online,others,0
2348.61660355069,0.564963071073045,33,offline,electronics,0
290.9533456523684,1.7462053506851862,74,transfer,food,0
602.9014021776788,7.406532802621068,40,offline,clothing,0
596.4559714177534,0.9197068124587521,32,offline,electronics,1
3249.559407559157,6.071205883717243,97,offline,electronics,1
3732.763947534462,2.5289561858450775,2,transfer,electronics,0
2921.0101378348263,3.954026579015568,97,offline,others,0
4811.241016887964,2.958067994029929,33,offline,clothing,0
1880.6041918232834,3.6211598930029965,77,online,clothing,0
1435.703310546485,7.218554461324031,30,transfer,food,0
4344.309649665407,3.041504984669433,33,offline,clothing,1
1125.7432342120687,5.707405938939282,77,transfer,clothing,0
4816.480471808651,4.812898981771086,26,offline,electronics,1
70.65082870218355,6.670344537090217,22,offline,food,0
4849.695345271119,9.374614419315105,66,offline,clothing,0
225.3679606333748,7.352463762381478,38,online,others,0
4456.804137353375,2.227909748048492,90,online,clothing,1
2643.228534340636,0.40871303710671825,46,online,electronics,1
4964.894332635308,2.6964140385682684,15,transfer,others,1
378.24485802964034,5.9912715139325226,98,transfer,electronics,0
2773.7328791625905,0.6091155534940784,44,online,clothing,1
4846.819652739304,5.014025847292239,49,transfer,others,1
2620.2582424090424,6.008744204277203,75,offline,food,0
3150.69920429496,3.409014519087912,61,offline,food,1
3481.7859580332397,7.732030817083637,67,offline,others,0
2278.1599131911885,1.155322706024341,6,online,others,0
3141.5148196194764,0.8438640391845067,9,transfer,electronics,1
2925.7284164962703,7.309068686415673,6,online,others,0
4506.778472350035,5.005364030441364,73,transfer,electronics,1
236.77743790387478,6.915183724634587,95,offline,clothing,0
1412.0063160652294,4.404790652177088,32,online,electronics,0
4752.553305542028,2.5393801290671574,41,transfer,others,1
4452.416281615672,8.209112944974578,76,transfer,others,0
2283.7271964007077,8.014217201792896,8,offline,clothing,0
3104.461663029668,6.977495061458825,72,online,others,1
1394.132103075852,2.794236858576631,50,online,others,0
948.7245870215689,5.943283602003962,92,online,food,0
2323.855040650511,3.6736415797062656,62,offline,food,0
1773.2276178500035,1.006662525933678,84,online,clothing,0
2922.4439981358514,9.181404397076204,62,offline,electronics,0
397.8958384552743,1.4545044460977181,7,offline,food,0
4872.230090254171,9.507349802825944,75,offline,electronics,1
4931.191614953218,4.515457152283761,84,transfer,others,0
